Distance [nm],Force WLC data [pN],Force WLC+FJC data [pN]
905.2527828190591,0.7874024209414219,0.7755785951941621
907.2527828190591,0.791213217509227,0.7791987955082362
909.2527828190591,0.7950735717850708,0.7828648053325795
911.2527828190591,0.7989843390937525,0.7865773907243956
913.2527828190591,0.8029463930883227,0.7903373335635591
915.2527828190591,0.8069606262170939,0.7941454319387553
917.2527828190591,0.811027950204323,0.7980025005443965
919.2527828190591,0.815149296545147,0.8019093710886539
921.2527828190591,0.8193256170149854,0.8058668927129489
923.2527828190591,0.823557884194233,0.8098759324232624
925.2527828190591,0.8278470920084291,0.8139373755336365
927.2527828190591,0.8321942562848252,0.8180521261222462
929.2527828190591,0.8366004153252251,0.8222211075004393
931.2527828190591,0.8410666304966159,0.8264452626951597
933.2527828190591,0.8455939868391655,0.8307255549451675
935.2527828190591,0.850183593692893,0.8350629682115049
937.2527828190591,0.8548365853434805,0.8394585077026547
939.2527828190591,0.8595541216875122,0.8439132004148617
941.2527828190591,0.8643373889184747,0.8484280956881074
943.2527828190591,0.8691876002336048,0.8530042657782324
945.2527828190591,0.8741059965626223,0.8576428064457313
947.2527828190591,0.8790938473191008,0.8623448375617568
949.2527828190591,0.8841524511751007,0.8671115037318895
951.2527828190591,0.8892831368601466,0.8719439749383489
953.2527828190591,0.8944872639848884,0.8768434472006155
955.2527828190591,0.8997662238911235,0.8818111432566962
957.2527828190591,0.9051214405282368,0.8868483132634519
959.2527828190591,0.9105543713574664,0.891956235518363
961.2527828190591,0.9160665082851014,0.8971362172027098
963.2527828190591,0.9216593786252107,0.9023895951469949
965.2527828190591,0.9273345460930673,0.9077177366193452
967.2527828190591,0.9330936118309725,0.9131220401376445
969.2527828190591,0.9389382154664392,0.9186039363061911
971.2527828190591,0.9448700362051201,0.924164888677685
973.2527828190591,0.9508907939590503,0.9298063946413901
975.2527828190591,0.9570022505113829,0.935529986338347
977.2527828190591,0.9632062107195227,0.9413372316045314
979.2527828190591,0.9695045237576241,0.9472297349428918
981.2527828190591,0.9758990843996744,0.9532091385252481
983.2527828190591,0.9823918343454099,0.9592771232250339
985.2527828190591,0.9889847635896589,0.9654354096819313
987.2527828190591,0.9956799118376867,0.9716857593994732
989.2527828190591,1.002479369967364,0.9780299758767164
991.2527828190591,1.009385281540435,0.9844699057751505
993.2527828190591,1.016399844364574,0.9910074401220224
995.2527828190591,1.0235253121080095,0.9976445155513252
997.2527828190591,1.030763995968559,1.0043831155837142
999.2527828190591,1.038118266399795,1.0112252719466968
1001.2527828190591,1.0455905548953583,1.018173065936448
1003.2527828190591,1.0531833558344945,1.0252286298226851
1005.2527828190591,1.060899228390841,1.032394148298067
1007.2527828190591,1.0687407985066701,1.0396718599736465
1009.2527828190591,1.076710760935288,1.0470640589219518
1011.2527828190591,1.0848118813540029,1.0545730962693252
1013.2527828190591,1.093046998550537,1.0622013818392262
1015.2527828190591,1.1014190266852242,1.0699513858482348
1017.2527828190591,1.1099309576325882,1.0778256406565754
1019.2527828190591,1.1185858634046073,1.0858267425750465
1021.2527828190591,1.127386898659164,1.0939573537302894
1023.2527828190591,1.136337303296894,1.102220203990415
1025.2527828190591,1.145440405149738,1.1106180929530696
1027.2527828190591,1.1546996227648125,1.1191538919981125
1029.2527828190591,1.1641184682870036,1.1278305464071061
1031.2527828190591,1.1737005504444542,1.136651077551962
1033.2527828190591,1.1834495776407823,1.145618585155124
1035.2527828190591,1.1933693611576532,1.1547362496237497
1037.2527828190591,1.2034638184728652,1.1640073344604807
1039.2527828190591,1.2137369766976565,1.1734351887534171
1041.2527828190591,1.224192976137981,1.18302324974807
1043.2527828190591,1.2348360739849826,1.1927750455041026
1045.2527828190591,1.2456706481390216,1.2026941976398173
1047.2527828190591,1.2567012011727914,1.2127844241673882
1049.2527828190591,1.2679323644389302,1.2230495424220194
1051.2527828190591,1.2793689023274797,1.2334934720882256
1053.2527828190591,1.291015716679151,1.2441202383266303
1055.2527828190591,1.302877851360282,1.254933975004709
1057.2527828190591,1.3149604970060156,1.2659389280353701
1059.2527828190591,1.327268995937661,1.277139458825153
1061.2527828190591,1.3398088472615046,1.288540047841242
1063.2527828190591,1.3525857121556473,1.3001452982930044
1065.2527828190591,1.365605419352224,1.3119599399394197
1067.2527828190591,1.3788739708226276,1.3239888330230156
1069.2527828190591,1.3923975476730024,1.3362369723354715
1071.2527828190591,1.406182516258791,1.3487094914193252
1073.2527828190591,1.4202354345258956,1.361411666910417
1075.2527828190591,1.4345630585873965,1.3743489230258288
1077.2527828190591,1.4491723495447704,1.3875268362019302
1079.2527828190591,1.46407048056265,1.400951139890054
1081.2527828190591,1.4792648442063938,1.4146277295072351
1083.2527828190591,1.4947630600527861,1.4285626675607337
1085.2527828190591,1.510572982583351,1.4427621889383098
1087.2527828190591,1.5267027093709973,1.4572327063782038
1089.2527828190591,1.543160589570721,1.4719808161218915
1091.2527828190591,1.5599552327249557,1.4870133037560787
1093.2527828190591,1.5770955178953971,1.502337150250131
1095.2527828190591,1.5945906031324557,1.5179595381953102
1097.2527828190591,1.6124499352943817,1.5338878582524123
1099.2527828190591,1.6306832602282202,1.5501297158144922
1101.2527828190591,1.6493006333249514,1.5666929378916397
1103.2527828190591,1.6683124304614014,1.5835855802248735
1105.2527828190591,1.6877293593420535,1.600815934636451
1107.2527828190591,1.7075624712535347,1.618392536624032
1109.2527828190591,1.7278231732453224,1.6363241732063836
1111.2527828190591,1.7485232407499782,1.6546198910295136
1113.2527828190591,1.7696748306564873,1.6732890047358764
1115.2527828190591,1.7912904948502404,1.6923411056164457
1117.2527828190591,1.813383194233484,1.7117860705404462
1119.2527828190591,1.835966313239648,1.731634071180437
1121.2527828190591,1.8590536748552,1.7518955835382088
1123.2527828190591,1.8826595561623267,1.772581397780925
1125.2527828190591,1.9067987044156172,1.7937026283965938
1127.2527828190591,1.9314863536653166,1.815270724678232
1129.2527828190591,1.9567382419397776,1.837297481546074
1131.2527828190591,1.982570628998619,1.8597950507174956
1133.2527828190591,2.0090003146678117,1.8827759522344394
1135.2527828190591,2.03604465776689,1.9062530863582063
1137.2527828190591,2.0637215956376624,1.930239745841724
1139.2527828190591,2.09204966428231,1.9547496285894492
1141.2527828190591,2.1210480191179033,1.9797968507152104
1143.2527828190591,2.150736456352266,2.0053959600084172
1145.2527828190591,2.1811354349847423,2.031561949819115
1147.2527828190591,2.212266099432991,2.058310273372428
1149.2527828190591,2.244150302784813,2.085656858523005
1151.2527828190591,2.2768106306714233,2.1136181229600832
1153.2527828190591,2.3102704257550886,2.1422109898737753
1155.2527828190591,2.3445538128212777,2.1714529040930723
1157.2527828190591,2.379685724461385,2.201361848706095
1159.2527828190591,2.415691927327781,2.2319563621728147
1161.2527828190591,2.4525990489383775,2.2632555559403817
1163.2527828190591,2.4904346050028567,2.2952791325708928
1165.2527828190591,2.5292270272365687,2.328047404391031
1167.2527828190591,2.569005691622262,2.3615813126726457
1169.2527828190591,2.609800947072326,2.395902447352662
1171.2527828190591,2.651644144437195,2.431033067300234
1173.2527828190591,2.6945676657968067,2.4669961211379654
1175.2527828190591,2.738604953963193,2.503815268623244
1177.2527828190591,2.783790542112381,2.5415149025944124
1179.2527828190591,2.8301600834532823,2.5801201714850954
1181.2527828190591,2.8777503808296205,2.6196570024126498
1183.2527828190591,2.9265994161388735,2.660152124817487
1185.2527828190591,2.976746379438669,2.701633094702511
1187.2527828190591,3.0282316975975294,2.744128319403677
1189.2527828190591,3.0810970623312985,2.787667082927154
1191.2527828190591,3.1353854574513025,2.8322795718244382
1193.2527828190591,3.1911411851330693,2.877996901591141
1195.2527828190591,3.2484098909974928,2.9248511435679934
1197.2527828190591,3.307238587777554,2.9728753523167835
1199.2527828190591,3.367675677324964,3.0221035934371523
1201.2527828190591,3.4297709706918975,3.0725709717831617
1203.2527828190591,3.4935757060022605,3.1243136600295496
1205.2527828190591,3.559142563807455,3.1773689275281947
1207.2527828190591,3.62652567960092,3.231775169384344
1209.2527828190591,3.6957806531454405,3.2875719356697006
1211.2527828190591,3.7669645542476355,3.3447999606759944
1213.2527828190591,3.8401359245948714,3.4035011920967193
1215.2527828190591,3.9153547752518523,3.4637188200083213
1217.2527828190591,3.992682579397719,3.5254973055023986
1219.2527828190591,4.072182259869624,3.588882408800463
1221.2527828190591,4.153918171067094,3.653921216659189
1223.2527828190591,4.237956074761712,3.7206621688500414
1225.2527828190591,4.324363109351367,3.789155083469872
1227.2527828190591,4.41320775209671,3.8594511808105985
1229.2527828190591,4.504559773880661,3.9316031054852894
1231.2527828190591,4.598490186040717,4.0056649464758625
1233.2527828190591,4.695071178838585,4.081692254733468
1235.2527828190591,4.794376051153538,4.159742057928151
1237.2527828190591,4.896479131015038,4.239872871908116
1239.2527828190591,5.001455686627587,4.322144708393259
1241.2527828190591,5.109381827586592,4.406619078392084
1243.2527828190591,5.220334396039419,4.493358990796496
1245.2527828190591,5.334390847609956,4.582428945576676
1247.2527828190591,5.4516291219797495,4.673894920968839
1249.2527828190591,5.5721275031024895,4.767824354023513
1251.2527828190591,5.69596446912216,4.864286113862107
1253.2527828190591,5.823218532168077,4.963350466976905
1255.2527828190591,5.953968068311376,5.065089033904375
1257.2527828190591,6.088291138086298,5.169574736607226
1259.2527828190591,6.226265298105346,5.276881735916531
1261.2527828190591,6.3679674044274925,5.387085358414531
1263.2527828190591,6.513473408472695,5.500262012181167
1265.2527828190591,6.6628581464101835,5.616489090926321
1267.2527828190591,6.816195123082295,5.735844865848975
1269.2527828190591,6.973556291654621,5.858408365361016
1271.2527828190591,7.135011830307491,5.984259241830232
1273.2527828190591,7.3006299173971705,6.113477625643761
1275.2527828190591,7.470476506617537,6.246143966458804
1277.2527828190591,7.64461510377904,6.382338861846686
1279.2527828190591,7.823106546891525,6.5221428736806235
1281.2527828190591,8.00600879128475,6.665636332799188
1283.2527828190591,8.193376701527557,6.812899132664169
1285.2527828190591,8.38526185190656,6.96401051292515
1287.2527828190591,8.581712337201571,7.119048833992751
1289.2527828190591,8.78277259544343,7.278091343910251
1291.2527828190591,8.988483244261493,7.4412139389891445
1293.2527828190591,9.198880932323828,7.608490919837771
1295.2527828190591,9.41399820724344,7.7799947445550774
1297.2527828190591,9.633863401170192,7.955795781090769
1299.2527828190591,9.858500535113935,8.135962060211753
1301.2527828190591,10.087929242852908,8.320559032306457
1303.2527828190591,10.322164715072821,8.509649328713964
1305.2527828190591,10.561217664167067,8.703292530593462
1307.2527828190591,10.805094309902328,8.90154494703468
1309.2527828190591,11.053796385930303,9.104459404433142
1311.2527828190591,11.307321166901295,9.31208504899983
1313.2527828190591,11.56566151571779,9.524467164144689
1315.2527828190591,11.828805950263783,9.741647004317112
1317.2527828190591,12.096738728748354,9.963661646705523
1319.2527828190591,12.36943995263075,10.190543862002963
1321.2527828190591,12.646885685940934,10.422322005232214
1323.2527828190591,12.929048089673913,10.65901992740323
1325.2527828190591,13.215895569833087,10.900656908549164
1327.2527828190591,13.507392937609243,11.147247612458283
1329.2527828190591,13.803501580129932,11.398802063194386
1331.2527828190591,14.104179640171914,11.655325643276209
1333.2527828190591,14.409382203229242,11.916819113177068
1335.2527828190591,14.719061490332466,12.18327865160445
1337.2527828190591,15.033167055056019,12.454695915833295
1339.2527828190591,15.351645983190538,12.731058121196293
1341.2527828190591,15.674443093652958,13.012348138680954
1343.2527828190591,16.001501139220146,13.298544609447775
1345.2527828190591,16.332761005899005,13.589622074969395
1347.2527828190591,16.668161909646788,13.885551121394196
1349.2527828190591,17.007641589472804,14.186298536664374
1351.2527828190591,17.351136495978025,14.4918274788632
1353.2527828190591,17.698581974384844,14.802097654234245
1355.2527828190591,18.049912441343682,15.11706550330013
1357.2527828190591,18.405061555391487,15.436684393515607
1359.2527828190591,18.763962378411954,15.760904816912202
1361.2527828190591,19.12654752312345,16.08967459123289
1363.2527828190591,19.49277077061002,16.422939063110725
1365.2527828190591,19.862499937851226,16.760641311914192
1367.2527828190591,20.235731643350565,17.102722352962502
1369.2527828190591,20.612376517412894,17.449121338904796
1371.2527828190591,20.992367092450348,17.799775758478745
1373.2527828190591,21.37563614617196,18.154621629793947
1375.2527828190591,21.76211687512763,18.513593691628763
1377.2527828190591,22.15174298030745,18.876625586380285
1379.2527828190591,22.544448749793748,19.243650037966802
1381.2527828190591,22.94016913296866,19.614599022580787
1383.2527828190591,23.338839807548613,19.989403932062263
1385.2527828190591,23.740397239903622,20.367995729515012
1387.2527828190591,24.144778738635985,20.750305096883356
1389.2527828190591,24.551922502016176,21.136262574294037
1391.2527828190591,24.961767659462435,21.525798691049363
1393.2527828190591,25.374254307450858,21.918844088230365
1395.2527828190591,25.78932354020902,22.315329632937537
1397.2527828190591,26.20691747550189,22.715186524253156
1399.2527828190591,26.626979275863622,23.118346391066275
1401.2527828190591,27.04945316558623,23.524741381940622
1403.2527828190591,27.474284443779766,23.934304247250434
1405.2527828190591,27.901419493813293,24.346968413836922
1407.2527828190591,28.33080578942261,24.762668052466452
1409.2527828190591,28.762391897769664,25.181338138391997
1411.2527828190591,29.19612747971252,25.602914505333775
1413.2527828190591,29.631963287545258,26.0273338932079
1415.2527828190591,30.06985116044365,26.454533989936774
1417.2527828190591,30.509744017841502,26.88445346767874
1419.2527828190591,30.95159585095075,27.317032013814806
1421.2527828190591,31.395361712623497,27.75221035702674
1423.2527828190591,31.840997705741035,28.189930288795324
1425.2527828190591,32.28846097030211,28.630134680640637
1427.2527828190591,32.73770966937137,29.072767497417196
1429.2527828190591,33.188702974036346,29.51777380696554
1431.2527828190591,33.64140104751026,29.965099786411777
